businessId,AvgFromReviews,wIDF,wAvg,wRM,wBase
6cjlpYce-eaE7FILaaEFXg,2.666667,3.422883,3.528549,3.574189,3.656382
auA1XPJiZ8ZjSaGNffQrbQ,4,3.782611,3.830264,3.902919,4.075184
9P9MqY3VVUc63qJR2iWg5A,2.7,3.711336,3.746662,3.782383,3.970529
hVRLLOKE9Q7Lx8PExoacpQ,5,3.895019,3.863783,3.857845,4.240741
xCFHAwngSjvemnCDnxX46A,1,3.166995,3.250944,3.358447,3.766723
UJnL0GygZpd-uUxeOUgPVQ,4.052632,4.002988,3.986866,3.986735,3.986735
Nc8BKRECkNItZBJIku5G4w,3.8,3.588808,3.632775,3.648467,3.766723
A26vuVTI2wwWUVKbykemEw,2.8,3.500512,3.594087,3.627284,3.735896
5r4RxFZ51BLcvJQ7Mk_IDA,5,3.713165,3.724709,3.729233,3.766723
cdacUBBL2tDbDnB1EfhpQw,3.705882,3.74545,3.736101,3.740185,3.788788
ASNxwg9dD4-_F4H1uNN2KQ,3.181818,3.763868,3.742657,3.737367,3.737367
ExpTNnro-X-NZrsOlDEzRA,5,4.454113,4.349826,4.382643,4.721893
bfrjf244fMcEA-duT2aZuQ,3.631579,3.523907,3.582394,3.606443,3.735896
pGK0KVids-5UXGm0kO1Pmg,5,4.351554,4.219319,4.650985,4.941176
KEwv4l2RgiHjkjyYV0TuAg,1.25,3.444016,3.515903,3.573816,3.766723
0IojJ5ZpxhX_BFJdgUk0Nw,3.8,3.705059,3.704934,3.704928,3.704928
Km5Cb21VRN9ZO9E8ZCYgyA,3.75,3.737596,3.727418,3.720873,3.766723
1cGZU2gDewDfEu-bBMZEgQ,3.133333,3.651898,3.680307,3.686521,3.735896
#NAME?,3,3.830653,3.799761,3.78548,3.813395
7n3_Dg8SCgoPjKYjcp62QQ,5,3.830382,3.816151,3.81052,3.766723
GJIl37k1Kitq5r43eUZ1Kw,2.333333,3.406953,3.560504,3.672665,3.766723
7nCJo8-vL9iGWzW6FjySvA,5,4.081782,4.042192,4.035423,4.035423
gcLilV8AwLznz-iqH1BPlA,4.333333,4.212914,4.135343,4.069748,4.136283
gM0MhFQj4CI3-xT7UIUURw,3.875,3.982226,3.970796,3.968538,3.968538
lQpdn4RvgG9vT5CHv3qj9w,4,4.003301,4.014468,4.033283,4.033283
bDR6kF5Aw9guBkaahSAchw,4.107143,3.699121,3.697943,3.700924,3.700924
ltyGhp9RI67nlEMRztfVzg,2.25,4.132633,4.125935,4.122895,3.766723
Sde-58l921OrSPc8CvCaQA,5,3.84017,3.88459,3.943323,3.766723
p_Bbe2f1dfZ0iCgdtNieVg,1.833333,3.735896,3.735896,3.735896,3.735896
-0D_CYhlD2ILkmLR0pBmnA,4,4.081782,4.042192,4.035423,4.035423
a_kNiYap1VcSVS7oAIgZvg,1.666667,3.019825,3.257293,3.408691,3.766723
l5vzFaqSjvxZiRn0MJeKkg,3.670455,3.795834,3.80338,3.803969,3.766723
01cEFI5Pq_RyEwM3GSTopQ,3.567164,3.542266,3.577065,3.596213,3.596213
3E_toMWSUCuhRJzG1eml8Q,3.451613,3.764668,3.731053,3.72208,3.72208
H010pkpCls0M-mjIzSCVlQ,4.5,4.248176,4.160278,4.121394,4.121394
T-AAN0CizEBOTtHinTuvrQ,3.333333,3.895385,3.906532,3.912313,3.912313
NFICjOJG4AP1NQZHkW4AxQ,2.125,3.795231,3.774209,3.769955,3.769955
STsVTD0Q-UCkEswkYhhnSQ,2.666667,3.883433,3.828019,3.818623,3.818623
9cANTUpowLc0Xly53ThAwg,3,3.766634,3.816234,3.85391,3.931511
urrL01OBJDVuKiZ_GvT-EA,3.6,3.808824,3.800047,3.790388,3.790388
1Q_H3BLhKBymF6Se8FfZNw,3.939394,3.883433,3.828019,3.818623,3.818623
GVYLTfQdYexeua_gAcxhIA,3.75,3.510206,3.561444,3.59197,3.698879
v4VW2kQ9Z__wBxD6l_mCHA,2.5,3.594971,3.647453,3.662329,3.735896
yB2wVIEhWnzM1N3B88wJew,4,4.156876,4.138246,4.129935,3.766723
oa8lhYj-mTKlL_amkJSu2Q,4,3.692806,3.695236,3.697025,3.735896
zxjMiqlfUuIQRltSuj9FpQ,2.636364,3.861921,3.832003,3.839446,3.905298
yb17xHvhDJthJGS10uhFeQ,4.285714,3.842472,3.807746,3.790289,3.790289
uFJwKlHL6HyHSJmORO8-5w,3.779412,3.909928,3.899667,3.896956,3.896956
yCQLrKLiJnlONnvAW-dWwA,5,4.029241,3.981858,3.94589,3.766723
sTX0JKsnge3yY8eV9E_tsw,3.818182,3.635415,3.636591,3.637708,3.724614
3k6Acv3irlvtZCOmgiMz_Q,4.375,3.936933,3.935294,3.934692,3.934692
IqOTL8BDF1PS5DAgD9oHnA,2.6,3.598502,3.646872,3.656382,3.656382
VuFtN8m9nJFge87oAkktUw,1.333333,3.795231,3.774209,3.769955,3.769955
K8pM6qQdYu5h6buRE1-_sw,4.288591,3.918073,3.863987,3.843245,3.843245
gocKJln2Icy2IyCunB1eOA,4.75,3.982384,3.916142,3.879343,3.766723
r67TiLEb5K1nnacFCEQ0jQ,1,3.669786,3.694641,3.700165,3.700165
ark-0RmjWOaXsyibDg9uXg,5,4.264498,4.176637,4.129109,4.5
#NAME?,3,3.830653,3.799761,3.78548,3.813395
EZlijGqVyqHvCVkJ-vpeoQ,4.2,4.156876,4.138246,4.129935,3.766723
Um3jd0UWAv1Ak_R-jlAGlw,4.666667,3.733916,3.736673,3.738044,3.772563
guD6--j7BIeqcFW_IUFbgw,4.076923,3.651898,3.680307,3.686521,3.735896
tdlSjsWl9PYEUBhDXkIvXQ,3.666667,3.500512,3.594087,3.627284,3.735896
aFUFSktkTIjGIQFlrEo1lQ,5,4.040209,3.94802,3.88236,3.766723
_kL4evOcRHHEquKnndUTkg,3.526316,3.889949,3.905452,3.914371,3.914371
U9J3XvKuMVfm17SKOjZncw,5,3.766723,3.766723,3.766723,3.766723
kEktpuT1_dH1CsJD-SkwSA,5,4.359221,4.171979,4.223379,4.666667
1rzofyap0XkxL5nEfbTVPw,5,4.048267,4.011131,3.993369,3.993369
ZYnvMVHDGqYJtX_Ikiq4hA,3.6,3.934706,3.925623,3.916463,3.766723
nBfusVbqwul0BU0Rcrlelw,3.191489,3.666302,3.685272,3.69089,3.69089
pxClzo2Ek5wGRJmYZcSkuQ,4.666667,4.171595,4.175081,4.175685,3.766723
cc9KFNrcY9gA7t9D1a3FpA,4.189189,3.853483,3.81092,3.803655,3.803655
vi1cf1L8puFQJ-gKhNZUgQ,4.75,3.857047,3.836831,3.823923,3.766723
dGp5V3aG5qw2RJI8tC3tBQ,3.8,3.691234,3.708922,3.713496,3.713496
LXBsdqhwSB0ebzBkZO4AXw,3.25,3.859754,3.808649,3.790623,3.790623
LTFboQhVd8zly-IQ1goNig,5,3.713606,3.723846,3.729323,3.766723
jLmqqAOiI7r9VCfuZ8NYRw,3.25,3.820495,3.784353,3.773031,3.773031
Xsl-i1otDd3GXJEkkKJCaw,3.081081,3.594971,3.647453,3.662329,3.735896
xLgPskx22Qj7kaq3KK_fxA,2.857143,3.734505,3.738826,3.740683,3.743501
PrbUQccIAxqAISG9owAGfg,4,3.590924,3.625823,3.666564,3.766723
P1CDEhEQZz5bK-sSqkRD0g,3.882353,3.877985,3.889884,3.894209,3.894209
c6O2rCTMbC4dDJe8DbXiuA,4.666667,3.735896,3.735896,3.735896,3.735896
rHaIakUF5MpRNMw752NajQ,3.75,3.653991,3.686934,3.694559,3.694559
JmKgenzB37i3xcK0rJkDmQ,2.5,3.523907,3.582394,3.606443,3.735896
XLn3Tm6Kr8SzJp8HuYXwnQ,2.9,3.598502,3.646872,3.656382,3.656382
KHU2QER24Dbucct1dfEWGQ,3.2,3.594971,3.647453,3.662329,3.735896
xAVAqgpZOYYvP4BtfUInsA,3,3.980247,3.968207,3.964834,3.964834
Xbxve72Hp5cWWj96ThGNtg,3.28,3.795231,3.774209,3.769955,3.769955
CvUiIs8x_Um5LjzA0t9wGA,3.666667,4.396731,4.157947,3.978539,4.533333
HGfK8WQsE_5Pj0l3-XvjBQ,3,3.959192,3.900638,3.878701,4.018717
48GT-uIRnHp3rHvdRsgC_Q,3.642857,3.765183,3.757993,3.755973,3.755973
yc5AH9H71xJidA_J2mChLA,3.827815,3.746895,3.739931,3.739462,3.739462
yC7jKvxl6eDrVtk3fjPahA,3.75,3.795231,3.774209,3.769955,3.769955
-4zMr3jk0ykmsk5sxsQMlA,4,3.588808,3.632775,3.648467,3.766723
cDlnR62ds1dcVdbjN1bYiQ,4,3.910646,3.896763,3.895795,3.766723
xyTRgHL5grazGlerCPzasA,5,3.860694,3.860428,3.867485,3.766723
cC6EZ7CHbLVcoLfELP4ojw,3.25,3.635415,3.636591,3.637708,3.724614
2zXqFId4jYuk2K8w1KI-Qw,3.076923,3.871299,3.845261,3.833655,3.766723
xm8F51qKjx0cfdOSukTDng,4.518987,3.635415,3.636591,3.637708,3.724614
Hd6Kh_BcorPhCWVn6pMu4Q,3.377358,3.558206,3.604988,3.621726,3.621726
ZLVX6bQt8HJH5d4pq5EJGQ,2.555556,3.787916,3.76706,3.762037,3.762037
Sqt7_F2D1G2c_pwH_9R7ww,4.5,3.388456,3.422839,3.493521,3.766723
xtZtRykCA-ha_5rKCefXkw,2.333333,3.982384,3.916142,3.879343,3.766723
VXg0O0vuuOgNTqTGp9j7gg,4.5,3.651898,3.680307,3.686521,3.735896
WUZxVr_CaRqEQgzvyeK5tw,3.83815,3.870943,3.858826,3.852786,3.90613
9hFIqqQNtxlV2dpNyNXnNw,3.666667,4.048267,4.011131,3.993369,3.993369
Qd6llBJMBqQ6RV540jxoVQ,3.666667,3.82652,3.824449,3.823594,3.766723
HiEk8XnwxaIJsoNKhPZ6Kg,3.333333,4.116122,4.042684,4.009,4.165493
3ZzLRa20P219UWXIxMTXrg,2.5,3.982226,3.970796,3.968538,3.968538
m0LcaxeetTk-vlaRLpWwIg,3,4.171595,4.175081,4.175685,3.766723
Se76m2u-a14hB4x-QyxdmQ,4,3.999546,3.978438,3.965229,3.766723
SmY_Xw31b2xyzsKbimQiHQ,3.8,3.848431,3.836361,3.842286,3.86752
VE6crrvvLA4eMk5A1hulnw,4.444444,3.970529,3.970529,3.970529,3.970529
LXfwVef1hsqhtda1Rzrr9Q,3.666667,4.154144,4.129861,4.112904,3.766723
kZxE9Td05pGFqvsqzYxeSw,3.333333,3.673602,3.699599,3.708304,3.708304
uJyJlmbvIgF8pUWP4TfRgQ,2.5,3.388456,3.422839,3.493521,3.766723
t2TFKf2kMy8pGfyGYOEeog,4.666667,3.04234,3.109742,3.147404,3.766723
T8zl1TQ-QuoATtcWSjnxeg,2.25,3.607049,3.629743,3.656243,3.766723
GbEOmf5k73r_UJWjchrHOg,4.211268,3.836262,3.805794,3.793803,3.793803
JUe_TAe9T9MZXutb5fblDg,2.428571,3.795231,3.774209,3.769955,3.769955
dpYdTnCG4b_qiA0S_TKzjg,4.153846,3.94019,3.856488,3.832772,3.832772
5WdUZlkiDYLgPL1OertCUw,4,4.085179,4.067181,4.057162,3.766723
qUEUAGqhkZeq7hwf5-yVGA,4.25,4.097007,4.078519,4.071125,4.118421
aJr-F7VxjK35a420a3Mk9Q,5,3.686375,3.707692,3.717153,3.766723
NuFs1Sh5wUa7ZLISMtCMRA,3.583333,3.598502,3.646872,3.656382,3.656382
oOo0xGOVq7cYTP1fORdoFg,4.190476,4.009826,3.992323,3.9919,3.9919
BZZXAwQkFMMC1dMfkzGLjA,4.875,4.156464,4.160077,4.163887,3.766723
9FJ9A9eiss8QCJbcMpZYNQ,3.333333,3.787502,3.799769,3.804516,3.804516
Evg8IfqcHSyTPV9sLNhArw,5,4.047393,4.032767,4.022927,3.766723
JR95uaM82xBUIZ-kQ785iA,4.066667,3.705059,3.704934,3.704928,3.704928
0dIChGWBs9ueUXl0hhkw2w,4.090909,3.840801,3.823367,3.819815,3.819815
IFKTsVSSguMjLBA9mo0x0Q,2.931034,3.651898,3.680307,3.686521,3.735896
04ooBGyXogN57dhLgJaQ1Q,3,3.817404,3.79876,3.786993,3.774923
4SHE7SRO4donk2B6ExBSwQ,2.333333,3.982226,3.970796,3.968538,3.968538
FgyBmc-XS_ViFAf8Wy25yA,4.017241,3.635415,3.636591,3.637708,3.724614
Y0Ife2OJPs5QSL-7dyMF5Q,4.166667,3.686375,3.707692,3.717153,3.766723
FqVg8SOgL31UBBa3GjKopg,5,4.01641,3.879297,3.732067,4.222222
hhEVueXimvA7-mVtFE5gWw,2.666667,3.908827,3.860152,3.843595,4.084871
iyZh2ZgSGgDCWk8sP2sAFA,2.285714,3.542266,3.577065,3.596213,3.596213
E8vtxvVP--NgFMv-FJhqJA,5,3.864014,3.834162,3.8235,4.049313
rswzmPzm264gwu-atRnmQg,3.333333,3.651898,3.680307,3.686521,3.735896
LhJYC2PwzIIn0pMBW4K44w,3.666667,3.813337,3.73177,3.672599,4.5
D312YvSd7vyD97Sv6zgjWQ,4.166667,3.821658,3.80289,3.7928,3.766723
6vKgpermKi8PNDYD5mkpKQ,4.333333,4.041419,3.982493,3.965211,4.079561
wxeG_cvu3fz77U3DoU01FQ,3,3.82652,3.824449,3.823594,3.766723
JxgoluY8hnC34cys_f80xA,2.047619,3.598502,3.646872,3.656382,3.656382
Tgk_OouuTX4UreQcHbem4A,1.666667,3.895385,3.906532,3.912313,3.912313
dHWEaIOAJkh3hkM0izme8w,2,3.766723,3.766723,3.766723,3.766723
Tqo56C68M8XpIODi7a74lw,2.833333,3.737596,3.727418,3.720873,3.766723
#NAME?,3.46281,3.830653,3.799761,3.78548,3.813395
Oex3VZYYYHSQRHIlgoHnLA,4,3.656142,3.67513,3.704209,3.803655
PqZf-DZyyXopkaEv8FrIIQ,4.333333,4.140305,4.146419,4.148334,3.766723
tyHtzC4k-MvsTZOBZ8YaWw,2.4,3.500512,3.594087,3.627284,3.735896
eEVTu_aFu5IxZT0JTvbFgg,4.5,4.034618,4.007327,4.028209,4.281124
EQxR8CKkKSmHW0fgtqVosg,3.6,3.715144,3.783022,3.815047,3.931511
CLJ0Bb2AEAOSlQeBk-yqyQ,3.5,3.714494,3.740076,3.758422,3.766723
d7_jkx0VPx3uHsUl18iHMQ,4.842105,4.115986,4.079404,4.076451,4.1322
vak5DKpHttVwT0WDhD5Pxw,4.6,3.735896,3.735896,3.735896,3.735896
yxmvnNLJquL6EBBlBr1x_w,4.2,4.038931,4.020454,4.01784,4.01784
ciQ_mDcweWDb1nWZSoZC0Q,4,3.774711,3.806462,3.830243,3.766723
dv5gSsbRtTatsBRcKLq4Kg,3.666667,3.795501,3.805966,3.811046,3.811046
by3FW3uQWgAxAaZUSuL9Tw,4,3.72684,3.730494,3.731549,3.735896
VCGyfZMhaCNUnYTK-ihvXQ,3.5,3.594971,3.647453,3.662329,3.735896
HiTpXu1BNE2DlvjyqpObjw,4.464286,4.120118,4.092044,4.096203,4.096203
nfyqtEoufkhjv97IueK7Ow,2.272727,3.651898,3.680307,3.686521,3.735896
hBgIhxFFRsdjtQk3QhsoZQ,2.666667,3.04234,3.109742,3.147404,3.766723
NJUY5eifxbMOSnnilQ-ayw,1,3.796772,3.820718,3.841379,3.766723
TVm4yUvfrM0p08ecq5O38A,5,4.477922,4.267217,4.372845,4.857143
YYlO_f9vlsS16foY7W2-hg,4.333333,3.629409,3.673097,3.688032,3.688032
xz1fQwwVAhqA9MsmMaGyZA,3.901961,3.651898,3.680307,3.686521,3.735896
XI-_Y2XRw03mozGx0Z90Gw,3.272727,3.651898,3.680307,3.686521,3.735896
5pojYKKvohZ1kQBdSBAb1w,3.8,3.980247,3.968207,3.964834,3.964834
PbF6lGbnilFg7NECHcf6Tw,3.333333,3.508386,3.613441,3.661833,3.769955
ZqRTX6qLmimh_dT07SqqXw,3,3.735896,3.735896,3.735896,3.735896
UACSWwOwCFg58ycvb32-RQ,4,4.145931,3.963186,3.850593,3.850593
VsrvWdZL2993olnW3z8R3A,3.553191,3.669786,3.694641,3.700165,3.700165
a12JKFiqBVyaUfTWNaAzQQ,4.340909,3.529702,3.625163,3.680942,3.788788
yLfYR-PvIzAv9DnEH68Rgw,2.461538,3.735896,3.735896,3.735896,3.735896
_zksiS8qbYcn9GMi6kqhoA,2.333333,3.795231,3.774209,3.769955,3.769955
RHk6l5YHCUwoInVrP1ZvoA,3.2,3.877985,3.889884,3.894209,3.894209
HfWkdqxegjiGEXzI8j7Wwg,3.529412,3.705704,3.752653,3.785248,3.931511
xWcTt1L4vQC_QkPfPBVlCw,3.35,3.89914,3.863594,3.850083,3.90613
hCS5eV0SCAY9LeeL36lz8g,2.233333,3.339365,3.428802,3.494598,3.70142
CFuzIBaREsa0nunnI_FFYg,3.285714,3.629409,3.673097,3.688032,3.688032
RTfAHMeImpYOcotRiPiUaQ,3.333333,3.598928,3.689583,3.757911,3.766723
dnJ-hNii3nL01xRUFydzgw,2.5,3.854637,3.822853,3.816756,3.816756
OhCRdO-4v4zV90TMbR7Qfw,5,3.711336,3.746662,3.782383,3.970529
5FzwrpRes4EdkVQrtg_qJQ,2.666667,3.787916,3.76706,3.762037,3.762037
9VYZA4vEKtT_SXHj-ZK_1Q,3.786517,3.653991,3.686934,3.694559,3.694559
Qj2h9JA59E_J-ogfdjx7Lg,2.25,3.766723,3.766723,3.766723,3.766723
lH-S5wD90s6hKtUpkFx43w,4.2,3.910588,3.886973,3.877022,4.018717
f9eDYb3FXVdnHuOPrxpilw,4.166667,3.885639,3.843076,3.792589,3.724614
3rJE7qliy8_ylKhY5FdlIw,3.857143,3.982226,3.970796,3.968538,3.968538
ymSMV5wMjFwcusoGRaqDWA,4.25,3.66661,3.694507,3.702978,3.735896
6bYrqzWQ2OOYb0I2GofsHQ,3,3.916968,3.889722,3.882624,3.882624
lEpLxSA35gbmV6VwJ64wVw,3,3.475623,3.569723,3.610864,3.735896
EwHIy2ciDTtmlj7lpa9dng,4.25,3.55839,3.614433,3.649433,3.795378
8HheTzFpxkOlfFxJy-sIMw,4.909091,3.707198,3.714312,3.716772,3.713496
bi6apT3nATO62dj8dTTGmA,3.384615,3.63361,3.678294,3.703336,3.766723
E8uHpUKu1eRx4V5gug1TpA,4,3.795231,3.774209,3.769955,3.769955
mKIbMAm-dVPlfMxA17I-ZA,3.333333,3.273469,3.279765,3.287169,3.766723
P4e1yH_XjwMtlD7jtyTGVQ,3.75,3.745152,3.721443,3.707805,3.766723
f96lWMIAUhYIYy9gOktivQ,3.8,3.656142,3.67513,3.704209,3.803655
EoQwLmT875Saly6im_ALTA,3.333333,3.830382,3.816151,3.81052,3.766723
kqGbGsG2p6Y3vkplCKyE9g,4.016807,3.651898,3.680307,3.686521,3.735896
r5-EtEwmMwr0g0m1lPtfiw,3,3.04234,3.109742,3.147404,3.766723
Lsgq7g1PKY3fVkuwixbNCA,4.333333,3.510399,3.565764,3.593112,3.656382
OoHWabV-ym7_HWlHeXTsVA,3.775,3.820011,3.80728,3.802903,3.803655
x5Mv61CnZLohZWxfCVCPTQ,3.5,3.795231,3.774209,3.769955,3.769955
1F-pelV0fTduYV_vCrvjLA,3.603175,3.708614,3.731294,3.745066,3.745066
fELhYwyeRgkxmBJoO4BsTg,4.636364,3.734505,3.738826,3.740683,3.743501
iWlaj4R-2BTsWR7PwL90BQ,2.929825,3.417258,3.535979,3.618022,3.766723
Hq4c0GC-NMvB28JhnTUUxQ,3.75,3.82652,3.824449,3.823594,3.766723
HwJ4qUkllsoyUYXyGnFpFA,3.333333,3.705704,3.752653,3.785248,3.931511
e4Tb9YEpydhjqhnUh8uhUw,3.285714,3.521578,3.555751,3.566027,3.766723
5kRug3bEienrpovtPRVVwg,4.243542,3.651898,3.680307,3.686521,3.735896
JUlwoai_WikznIEQ7XCENA,1.857143,3.66661,3.694507,3.702978,3.735896
waOHPeROjKPz-KXqlSsoWA,3.9375,3.883433,3.828019,3.818623,3.818623
NVqLUZ7Vb9B_0RJm_BS64g,3.481481,3.629409,3.673097,3.688032,3.688032
VC8OhMI7cDOhKt2CdtBhag,3.666667,4.156876,4.138246,4.129935,3.766723
gArdR71Kk3pFajtEqLrFTA,4.055556,3.82652,3.824449,3.823594,3.766723
#NAME?,3.133333,3.830653,3.799761,3.78548,3.813395
6NHkOtivA_gb_2EbbJbJ5Q,3.4,4.048267,4.011131,3.993369,3.993369
PWG28q4JFOc8FiRBjnfCkA,3.846715,3.78912,3.76365,3.756829,3.756829
845datkStf5JBsa4kA1TgQ,5,4.061271,4.033687,4.049481,3.766723
mG5WTamjKzje897WkCXiTA,4.1,3.971393,3.913215,3.882498,3.915601
_CG5zJAoNN6gszjhSyUcww,3.962963,3.668206,3.696794,3.707731,3.707731
iy4-0ONEcRbemqtqf0o2Xg,4.666667,3.774711,3.806462,3.830243,3.766723
5fWOxo5CxpHoaCJD97QE4g,4.714286,3.665583,3.662215,3.660517,3.766723
3cbp_zvUjRaMRffHGxmPfg,5,4.477922,4.267217,4.372845,4.857143
_0Eql3UB3K5-6q4IHNBbWA,4,4.111729,4.099379,4.092529,3.766723
WEYEUvkonsZ8nOKZNXd87A,1.666667,3.651898,3.680307,3.686521,3.735896
xs1LHeJy78u-7taSEnQ2Yw,3.435897,3.666302,3.685272,3.69089,3.69089
_2sa9ikO_Xm5xe2lqHQZUg,3.4,3.316346,3.383698,3.40953,3.766723
NK-lGc4ZpuuduTAwK5Y24g,3.5,3.661719,3.69203,3.701056,3.701056
6r8KHqgmlM3PWVZ7suyQ6w,3,3.884888,3.905937,3.942984,3.766723
4MEX8zVPiOAJ3PsKk9DojQ,5,3.945168,3.924125,3.91836,4.049313
4z-smh-leyWhiIUNSQns7Q,3.636364,3.486627,3.571608,3.6154,3.766723
P0-ahIRWVNR9WHG4dlZkpQ,3.571429,3.775162,3.777562,3.778604,3.772563
3H2ttTM2aSIaZ6FTjHwDQQ,3.955556,3.81648,3.783205,3.774394,3.774394
HL_GipJZfwOUFHy7TKQGFA,5,3.737596,3.727418,3.720873,3.766723
x6SFC7qtuuyI94SH7e-GwA,3,3.629409,3.673097,3.688032,3.688032
LNP-i3U9HdLQaPMKc2WISg,2.333333,3.651898,3.680307,3.686521,3.735896
MxTa2R2tSXFRt6UPwmeTdg,2.75,3.667551,3.682164,3.689197,3.699677
Hbw2b6psKy4nGt4P-T6UVQ,4.4,3.946758,3.908086,3.885036,3.766723
DmO9vsVgGwwu7QdZPoi6xA,3.25,3.684279,3.69262,3.695621,3.716153
daybz5OrNiTuCrLv_ukYzg,3.333333,4.036309,3.950769,3.926121,3.926121
GNC2WXRjEO8e7r5f8ZCVrA,3.483871,3.980247,3.968207,3.964834,3.964834
j7n42b5qDMJR68q3Dv9u6A,3,3.875755,3.819223,3.8086,3.8086
yqxBlR4Qg0_iaGjdNHLKIg,4,3.78644,3.791299,3.808763,3.90613
KHeM4cO2DWK1C09zWCFLFQ,4.631579,3.980247,3.968207,3.964834,3.964834
9a-jac4tFRbpv0vACiJwHw,1,3.774711,3.806462,3.830243,3.766723
pBBN3KhKTETvjeWg-MXJGA,3.5,3.623925,3.690116,3.728845,3.816756
WzbFGc_YmDeCuRWDrGCNKQ,2,3.656142,3.67513,3.704209,3.803655
Z3n01OZqARDv06QgBneOZw,5,3.977578,3.943749,3.921315,3.90613
ViLOy7fr21PIVGEzYPyK4w,2.333333,3.136665,3.43749,3.744393,3.766723
2Uv73BJCv6l8UD_3O2gOZg,4.571429,3.982384,3.916142,3.879343,3.766723
S9QuCuetUaz15Q_GFwuKcQ,3.333333,3.795501,3.805966,3.811046,3.811046
rPp509oz4oFEdncoo7v_HA,4.030303,3.745677,3.745657,3.749932,3.749932
aypHOzoNA6CImyiHVpo65g,3.75,3.82652,3.824449,3.823594,3.766723
NM2j6Y5NEyAseOi2sKzwGg,2.3,3.370618,3.42737,3.511025,3.766723
a3F3y4qOUOyPS0Qc-HM5Mw,3.333333,3.273469,3.279765,3.287169,3.766723
UAqHosm2zxo-q4pvL2pb8A,5,4.005001,3.986227,3.987173,3.766723
1BBYTiRHddjgAvDUht5WAg,2.25,3.588808,3.632775,3.648467,3.766723
_n11NXNA9GrQZR_l1GLomg,4.666667,4.581199,4.453907,4.446627,4.704437
7s8MCAzcaxFTIhfAmGeqfQ,3.428571,3.788119,3.76799,3.764654,3.764654
TlQctwynSGjA2SfKHeY-2A,4.333333,3.651898,3.680307,3.686521,3.735896
Our6bzte5W1wlIeOu9luug,4.056604,3.98907,3.8835,3.858132,3.858132
LHPvnsp_ns35BK1du3WRyA,2.333333,3.417258,3.535979,3.618022,3.766723
#NAME?,3.875,3.830653,3.799761,3.78548,3.813395
Q_ntUL08gNFpCHhJALwQFA,2.2,3.713788,3.711028,3.707915,3.766723
XI3TrOM5caqz0-vcyXXLeA,4.333333,3.774711,3.806462,3.830243,3.766723
L7UxfZyS_-jFOxRwG0SZWw,3.794521,3.714865,3.769233,3.798143,3.83564
W7Z5a276QtkZIDszK5G3Jg,3.142857,3.635415,3.636591,3.637708,3.724614
cPIi_5tWZw04DmtyUBcFlg,2.583333,3.471123,3.551799,3.591082,3.636649
oMbI156EJFrSObGe-SSaRw,2.333333,4.085179,4.067181,4.057162,3.766723
kK4AzZ0YWI-U2G-paAL7Fg,3.901099,3.781583,3.769447,3.765366,3.756959
gKBmim5pMWxkTX2YR6MU_Q,5,3.835461,3.79943,3.768826,3.766723
#NAME?,4.555556,3.830653,3.799761,3.78548,3.813395
fHNlnmVUTDuyAspHTYkqwA,5,4.367494,4.32739,4.303233,4.463415
co8rv2zfOhMXc_TlEI9VrA,4.328947,3.980247,3.968207,3.964834,3.964834
G3h8wqolibsL7fpDjCmsSw,2.666667,3.847853,3.878302,3.903411,3.766723
qpW386HavSYryXuOdJplmw,2,3.821658,3.80289,3.7928,3.766723
HS6K-7G7rkqv4lN3a_pk9A,2.25,3.475623,3.569723,3.610864,3.735896
twI1-9PZH1y8csXQ5VsrMw,3.8,3.775162,3.777562,3.778604,3.772563
ctJZqkw4VKVk94l-yh145g,3.571429,3.924233,3.905657,3.892383,3.970529
PTSkqYJ440lxe2CDfkoZeg,2.333333,4.01337,3.933716,3.909078,4.084871
my40pD1wwLoaLiup3ssxLA,5,3.636704,3.696031,3.77502,3.766723
-5IgAihccTd8_iENVgpd9A,3.333333,3.635415,3.636591,3.637708,3.724614
UcxhYSDoxIAzZb8r-5eWvQ,3.6,3.766634,3.816234,3.85391,3.931511
0jPDeGGcCjX2BXj0DEuWIQ,2,3.454175,3.566812,3.644193,3.766723
rgeyIXOiEGabJwtGCVp0Ow,4.125,3.651898,3.680307,3.686521,3.735896
e8egU_PyfdLbrTw4k33xqA,4,4.136714,4.068849,4.049667,3.766723
8xDLKyrVVNLDaX9zzybZQQ,4.75,3.775072,3.764685,3.758819,3.724614
mwX2blq0CKRNPlISf2TlHQ,3.461538,3.774711,3.806462,3.830243,3.766723
mTglPwCwp06cPmBE2nmgbw,4.090909,3.66661,3.694507,3.702978,3.735896
Zh_y9AmSfWZpR2JB9wye-A,3.85514,3.824118,3.791792,3.788788,3.788788
NmtZuT8p4vNk259dvozbvg,4.5,3.635415,3.636591,3.637708,3.724614
eTbtfgUtfewdncgVf2CbWw,4.035019,3.887203,3.863624,3.857654,3.857654
wQXqj3GTHsF3AcWB3LTxMQ,2.907692,3.66661,3.694507,3.702978,3.735896
kkBMTNET2xgHCW-cnNwKxA,4.2,3.482403,3.527004,3.579784,3.766723
hwafU4w-IYkIRZa_9LTupg,4.833333,4.085201,4.003767,3.974295,3.974295
5SYBY1QV6PIbpfsHWUVuqQ,3.333333,3.877985,3.889884,3.894209,3.894209
Cuea3kWprROWMo14gCUzTw,2.625,3.982226,3.970796,3.968538,3.968538
